County,Total_housing_units,Occupied_housing_units,Owner-occupied,Renter-occupied,Rental_vacancy_rate,Rental_vacancy
"San Mateo County, California",280500,265003,157016,107987,4.5,4859.415
"Santa Barbara County, California",159286,146466,76433,70033,3.8,2661.254
"Santa Clara County, California",686306,643637,353576,290061,5,14503.05
"Santa Cruz County, California",107137,97710,58553,39157,2,783.14
"Shasta County, California",78621,72714,45963,26751,1.4,374.514
"Solano County, California",159804,150393,93542,56851,4.3,2444.593
"Sonoma County, California",208293,190689,118521,72168,2.7,1948.536
"Stanislaus County, California",182987,174698,100247,74451,1.9,1414.569
"Sutter County, California",34577,33039,19315,13724,0.3,41.172
"Tehama County, California",27848,25310,18639,6671,0,0
"Tulare County, California",151599,144109,85380,58729,2.4,1409.496
"Ventura County, California",291547,268524,168510,100014,4.5,4500.63
"Yolo County, California",79252,76075,38839,37236,2.1,781.956
"Yuba County, California",29051,26827,17201,9626,7.6,731.576
"Adams County, Colorado",178517,171977,117058,54919,4.5,2471.355
"Arapahoe County, Colorado",257364,246302,161329,84973,5.4,4588.542
"Boulder County, Colorado",140554,131854,81234,50620,3.2,1619.84
"Broomfield County, Colorado",29677,28062,17628,10434,3.2,333.888
"Denver County, Colorado",338346,318445,158620,159825,3.3,5274.225
"Douglas County, Colorado",132247,127476,101016,26460,6.6,1746.36
"El Paso County, Colorado",280730,265798,170245,95553,3.3,3153.249
"Jefferson County, Colorado",245121,236496,164923,71573,3.8,2719.774
"Larimer County, Colorado",154407,146638,96398,50240,1.5,753.6
"Mesa County, Colorado",68118,63644,45333,18311,2.1,384.531
"Pueblo County, Colorado",71897,66111,44328,21783,2.6,566.358
"Weld County, Colorado",115917,111298,81888,29410,4.9,1441.09
"Fairfield County, Connecticut",375368,340557,225048,115509,8.6,9933.774
"Hartford County, Connecticut",381396,353234,223409,129825,6.3,8178.975
"Litchfield County, Connecticut",88414,73969,55144,18825,8.3,1562.475
"Middlesex County, Connecticut",76652,66884,49828,17056,5.1,869.856
"New Haven County, Connecticut",368680,329006,199119,129887,5.7,7403.559
"New London County, Connecticut",124208,109752,71314,38438,4.6,1768.148
"Tolland County, Connecticut",60281,56749,40928,15821,4.5,711.945
"Windham County, Connecticut",49960,47015,30804,16211,1.2,194.532
"Kent County, Delaware",74455,68023,45318,22705,4.4,999.02
"New Castle County, Delaware",225246,211592,140639,70953,6.8,4824.804
"Sussex County, Delaware",144063,96624,78546,18078,8.3,1500.474
"District of Columbia, District of Columbia",322814,291570,120988,170582,7,11940.74
"Alachua County, Florida",120226,103024,55654,47370,17.6,8337.12
"Bay County, Florida",104764,69195,48931,20264,7,1418.48
"Brevard County, Florida",282830,230043,178306,51737,13.5,6984.495
"Broward County, Florida",828571,705472,438749,266723,6.7,17870.441
"Charlotte County, Florida",107124,76589,62695,13894,18.4,2556.496
"Citrus County, Florida",80902,64448,53473,10975,10.3,1130.425
"Clay County, Florida",82630,75793,60250,15543,3.9,606.177
"Collier County, Florida",222289,140578,104357,36221,7.1,2571.691
"Columbia County, Florida",29285,25240,16910,8330,6.4,533.12
"Duval County, Florida",418735,368668,210184,158484,8.2,12995.688
"Escambia County, Florida",143225,120618,72778,47840,4.9,2344.16
"Flagler County, Florida",53832,44464,34692,9772,2.5,244.3
"Hernando County, Florida",88713,78755,63644,15111,2.2,332.442
"Highlands County, Florida",56119,43351,34686,8665,4.2,363.93
"Hillsborough County, Florida",599503,541584,324271,217313,7.9,17167.727
"Indian River County, Florida",82262,63917,49409,14508,13.9,2016.612
"Lake County, Florida",163587,139192,102101,37091,5.8,2151.278
"Lee County, Florida",408569,286887,216615,70272,10.4,7308.288
"Leon County, Florida",132780,116283,60290,55993,6.2,3471.566
"Manatee County, Florida",198824,145171,111853,33318,24.3,8096.274
"Marion County, Florida",173200,145622,104152,41470,5.4,2239.38
"Martin County, Florida",80779,65014,50952,14062,7.1,998.402
"Miami-Dade County, Florida",1040743,912805,459877,452928,5.3,24005.184
"Monroe County, Florida",53896,32839,18641,14198,16.4,2328.472
"Nassau County, Florida",41245,35212,28868,6344,2.1,133.224
"Okaloosa County, Florida",98624,76097,50128,25969,13.1,3401.939
"Orange County, Florida",556898,457949,262330,195619,15,29342.85
"Osceola County, Florida",162677,111539,69399,42140,8.1,3413.34
"Palm Beach County, Florida",693183,568915,395678,173237,6.1,10567.457
"Pasco County, Florida",250659,212856,159385,53471,9.6,5133.216
"Pinellas County, Florida",511777,395286,272491,122795,8.8,10805.96
"Polk County, Florida",304440,238629,165489,73140,7,5119.8
"Putnam County, Florida",37599,30866,20296,10570,0.4,42.28
"St. Johns County, Florida",116381,94761,78695,16066,10.1,1622.666
"St. Lucie County, Florida",146060,116900,88743,28157,13.3,3744.881
"Santa Rosa County, Florida",74441,66187,49872,16315,4,652.6
"Sarasota County, Florida",249428,187411,143001,44410,14,6217.4
"Seminole County, Florida",193938,181142,117029,64113,6,3846.78
"Sumter County, Florida",74248,59458,52596,6862,17.9,1228.298
"Volusia County, Florida",264145,219451,157050,62401,7.4,4617.674
"Walton County, Florida",54815,26475,20714,5761,53.4,3076.374
"Barrow County, Georgia",29788,27765,23273,4492,11.8,530.056
"Bartow County, Georgia",42301,39742,27557,12185,0.1,12.185
"Bibb County, Georgia",70014,56726,28961,27765,12.1,3359.565
"Bulloch County, Georgia",31847,28660,15515,13145,8.7,1143.615
"Carroll County, Georgia",46015,42798,28836,13962,1.1,153.582
"Catoosa County, Georgia",27732,24130,17882,6248,3.8,237.424
"Chatham County, Georgia",127435,107987,59957,48030,10.4,4995.12
"Cherokee County, Georgia",97493,93441,69351,24090,1.5,361.35
"Clarke County, Georgia",53647,52124,19131,32993,1.2,395.916
"Clayton County, Georgia",106352,97030,47263,49767,9.3,4628.331
"Cobb County, Georgia",304843,286952,188503,98449,4,3937.96
"Columbia County, Georgia",59833,46890,37948,8942,24.3,2172.906
"Coweta County, Georgia",56538,53640,39549,14091,1.9,267.729
"DeKalb County, Georgia",317672,289829,164980,124849,6.7,8364.883
"Dougherty County, Georgia",40518,32630,15226,17404,15.6,2715.024
"Douglas County, Georgia",53380,48899,32813,16086,4.3,691.698
"Fayette County, Georgia",43492,41253,34254,6999,3.7,258.963
"Floyd County, Georgia",40764,35443,21576,13867,11.2,1553.104
"Forsyth County, Georgia",87530,81765,69327,12438,6.5,808.47
"Fulton County, Georgia",488640,439578,233631,205947,9,18535.23
"Glynn County, Georgia",44005,34614,23606,11008,13,1431.04
"Gwinnett County, Georgia",316342,301471,201707,99764,5.5,5487.02
"Hall County, Georgia",76167,65625,48299,17326,5.3,918.278
"Henry County, Georgia",84528,79550,52756,26794,6.1,1634.434
"Houston County, Georgia",65038,58417,35867,22550,9.7,2187.35
"Jackson County, Georgia",26774,25180,20306,4874,1.8,87.732
"Lowndes County, Georgia",49488,42639,22452,20187,11.4,2301.318
"Muscogee County, Georgia",85251,73134,35905,37229,7.8,2903.862
"Newton County, Georgia",40255,37867,25945,11922,1.3,154.986
"Paulding County, Georgia",59627,56476,43699,12777,1.9,242.763
"Richmond County, Georgia",89447,68361,35064,33297,11.2,3729.264
"Rockdale County, Georgia",34078,32792,20503,12289,0,0
"Spalding County, Georgia",27795,25339,18016,7323,9.5,695.685
"Troup County, Georgia",28736,24436,13661,10775,8.8,948.2
"Walker County, Georgia",30535,26760,18593,8167,4.5,367.515
"Walton County, Georgia",34794,33350,25455,7895,N,0
"Whitfield County, Georgia",40368,34518,24902,9616,10.1,971.216
"Hawaii County, Hawaii",89361,71193,49708,21485,6.4,1375.04
"Honolulu County, Hawaii",354719,316456,181534,134922,4.9,6611.178
"Kauai County, Hawaii",31577,22898,15429,7469,6.4,478.016
"Maui County, Hawaii",74569,54744,33289,21455,29.6,6350.68
"Ada County, Idaho",192646,184160,131261,52899,3.7,1957.263
"Bannock County, Idaho",34845,32010,21274,10736,5.1,547.536
"Bonneville County, Idaho",44559,40776,28477,12299,4.9,602.651
"Canyon County, Idaho",80065,77449,55994,21455,1.4,300.37
"Kootenai County, Idaho",74620,65283,45183,20100,1.9,381.9
"Twin Falls County, Idaho",34190,31850,21950,9900,3.8,376.2
"Adams County, Illinois",30255,26993,19418,7575,15.6,1181.7
"Champaign County, Illinois",94700,81764,42424,39340,11.6,4563.44
"Cook County, Illinois",2204152,1985613,1125174,860439,4.6,39580.194
"DeKalb County, Illinois",41304,39330,23302,16028,5.9,945.652
"DuPage County, Illinois",362207,342195,251408,90787,6,5447.22
"Kane County, Illinois",190969,182223,135234,46989,4.6,2161.494
"Kankakee County, Illinois",45753,39583,26270,13313,3.5,465.955
"Kendall County, Illinois",42901,41364,36392,4972,0.9,44.748
"Lake County, Illinois",265517,247661,180469,67192,6.2,4165.904
"LaSalle County, Illinois",50187,45411,32659,12752,2.9,369.808
"McHenry County, Illinois",119181,112669,90110,22559,3.1,699.329
"McLean County, Illinois",72761,65118,41528,23590,9,2123.1
"Macon County, Illinois",50316,42741,29187,13554,15.4,2087.316
"Madison County, Illinois",120046,108104,78069,30035,3.8,1141.33
"Peoria County, Illinois",83627,73666,49816,23850,8.2,1955.7
"Rock Island County, Illinois",66166,60618,39441,21177,5.7,1207.089
"St. Clair County, Illinois",121065,106156,67963,38193,3.7,1413.141
"Sangamon County, Illinois",92270,83263,55433,27830,6.1,1697.63
"Tazewell County, Illinois",58948,53127,39842,13285,10.6,1408.21
"Vermilion County, Illinois",36101,31154,21057,10097,10.9,1100.573
"Will County, Illinois",246682,230136,187422,42714,5.3,2263.842
"Williamson County, Illinois",31560,27650,20390,7260,21.1,1531.86
"Winnebago County, Illinois",125714,114833,74627,40206,7.1,2854.626
"Allen County, Indiana",160704,146280,101959,44321,7.1,3146.791
"Bartholomew County, Indiana",34678,30383,21994,8389,7.2,604.008
"Boone County, Indiana",27993,26803,20866,5937,3.4,201.858
"Clark County, Indiana",51698,43704,32555,11149,14.1,1572.009
"Delaware County, Indiana",52715,45640,28093,17547,8.6,1509.042
"Elkhart County, Indiana",79764,68553,49951,18602,14.3,2660.086
"Floyd County, Indiana",33149,28544,20944,7600,13.6,1033.6
"Grant County, Indiana",30533,27127,18989,8138,10,813.8
"Hamilton County, Indiana",132345,125328,97260,28068,7.8,2189.304
"Hancock County, Indiana",31181,28985,22632,6353,5.2,330.356
"Hendricks County, Indiana",63955,61105,45803,15302,3.7,566.174
"Howard County, Indiana",39860,34151,24920,9231,9.4,867.714
"Johnson County, Indiana",62527,57160,44035,13125,11,1443.75
"Kosciusko County, Indiana",39085,30991,24355,6636,5.3,351.708
"Lake County, Indiana",214683,190135,131102,59033,4.2,2479.386
"LaPorte County, Indiana",49317,43100,31247,11853,4.4,521.532
"Madison County, Indiana",59182,51164,35194,15970,8.4,1341.48
"Marion County, Indiana",426041,379451,202628,176823,5.5,9725.265
"Monroe County, Indiana",62393,54053,31766,22287,6.7,1493.229
"Morgan County, Indiana",28647,25863,21274,4589,7.9,362.531
"Porter County, Indiana",69866,65305,49039,16266,7.1,1154.886
"St. Joseph County, Indiana",117502,105250,72643,32607,12.1,3945.447
"Tippecanoe County, Indiana",78334,73916,39907,34009,4.5,1530.405
"Vanderburgh County, Indiana",84629,75522,48215,27307,6.2,1693.034
"Vigo County, Indiana",47526,42193,26557,15636,5,781.8
"Wayne County, Indiana",31525,27561,18300,9261,10.1,935.361
"Black Hawk County, Iowa",58457,51869,34503,17366,4.8,833.568
"Dallas County, Iowa",38961,36878,26251,10627,11.3,1200.851
"Dubuque County, Iowa",41755,38345,28576,9769,17.2,1680.268
"Johnson County, Iowa",66252,60782,35078,25704,7.6,1953.504
"Linn County, Iowa",98817,93843,66403,27440,6.2,1701.28
"Polk County, Iowa",207909,197731,131149,66582,4.7,3129.354
"Pottawattamie County, Iowa",40101,37344,25942,11402,1.2,136.824
"Scott County, Iowa",74948,68534,46116,22418,6.2,1389.916
"Story County, Iowa",41315,39168,21875,17293,1.9,328.567
"Woodbury County, Iowa",42515,39733,26537,13196,4.9,646.604
"Butler County, Kansas",27227,25004,19324,5680,N,0
"Douglas County, Kansas",51770,48508,23903,24605,3.5,861.175
"Johnson County, Kansas",248504,231960,161133,70827,3.8,2691.426
"Leavenworth County, Kansas",30248,27860,18561,9299,11.7,1087.983
"Riley County, Kansas",31414,25662,10867,14795,12.8,1893.76
"Sedgwick County, Kansas",222312,199517,124386,75131,8.9,6686.659
"Shawnee County, Kansas",80223,73172,49005,24167,12.5,3020.875
"Wyandotte County, Kansas",68413,61248,35515,25733,5.2,1338.116
"Boone County, Kentucky",50593,48770,37438,11332,2,226.64
"Bullitt County, Kentucky",32267,30553,23985,6568,7.4,486.032
"Campbell County, Kentucky",40863,38110,27322,10788,3.9,420.732
"Christian County, Kentucky",29986,26209,12799,13410,10.5,1408.05
"Daviess County, Kentucky",43482,40800,27543,13257,4.7,623.079
"Fayette County, Kentucky",144089,131929,70322,61607,5.1,3141.957
"Hardin County, Kentucky",47238,42644,26697,15947,13.4,2136.898
"Jefferson County, Kentucky",349317,316174,193237,122937,6.6,8113.842
"Kenton County, Kentucky",69898,65362,43254,22108,0.6,132.648
"McCracken County, Kentucky",32294,28363,16970,11393,2.1,239.253
"Madison County, Kentucky",37295,34270,20371,13899,6.1,847.839
"Oldham County, Kentucky",22492,20761,17987,2774,5.5,152.57
"Warren County, Kentucky",55947,50489,28772,21717,8.7,1889.379
"Ascension Parish, Louisiana",49458,44267,37441,6826,11.6,791.816
"Bossier Parish, Louisiana",58309,49735,33161,16574,14.7,2436.378
"Caddo Parish, Louisiana",113578,92589,58718,33871,6.8,2303.228
"Calcasieu Parish, Louisiana",93196,77232,50931,26301,11.1,2919.411
"East Baton Rouge Parish, Louisiana",196154,161536,96836,64700,10.9,7052.3
"Iberia Parish, Louisiana",30822,26185,18323,7862,17.3,1360.126
"Jefferson Parish, Louisiana",188659,171991,105404,66587,5.1,3395.937
"Lafayette Parish, Louisiana",105067,94490,60759,33731,5.8,1956.398
"Lafourche Parish, Louisiana",41924,36759,27845,8914,11.7,1042.938
"Livingston Parish, Louisiana",58644,47014,38544,8470,10,847
"Orleans Parish, Louisiana",192236,151753,75257,76496,7,5354.72
"Ouachita Parish, Louisiana",69476,57835,33211,24624,12.6,3102.624
"Rapides Parish, Louisiana",58731,48975,31098,17877,8.4,1501.668
"St. Landry Parish, Louisiana",37244,30441,20611,9830,6.6,648.78
"St. Tammany Parish, Louisiana",105716,94988,74960,20028,5.5,1101.54
"Tangipahoa Parish, Louisiana",57545,46526,33581,12945,7.1,919.095
"Terrebonne Parish, Louisiana",45764,40173,27537,12636,1.5,189.54
"Androscoggin County, Maine",50309,45924,29840,16084,1.1,176.924
"Aroostook County, Maine",40043,30197,22166,8031,1.8,144.558
"Cumberland County, Maine",147042,124925,87915,37010,4.2,1554.42
"Kennebec County, Maine",63231,54480,37468,17012,2.9,493.348
"Penobscot County, Maine",76369,64096,44696,19400,6.9,1338.6
"York County, Maine",112070,86227,61558,24669,3.3,814.077
"Allegany County, Maryland",32734,26549,18176,8373,12.3,1029.879
"Anne Arundel County, Maryland",227920,216200,159840,56360,6.5,3663.4
"Baltimore County, Maryland",338286,312466,204824,107642,8.1,8719.002
"Calvert County, Maryland",35517,32780,28328,4452,9.4,418.488
"Carroll County, Maryland",63980,60617,50091,10526,6.6,694.716
"Cecil County, Maryland",42748,38547,28290,10257,3.4,348.738
"Charles County, Maryland",61831,57732,44866,12866,3,385.98
"Frederick County, Maryland",100798,93768,71077,22691,6.7,1520.297
"Harford County, Maryland",101586,96203,75079,21124,3.6,760.464
"Howard County, Maryland",122591,115772,84688,31084,7.5,2331.3
"Montgomery County, Maryland",391024,368897,238978,129919,4.9,6366.031
"Prince George's County, Maryland",335778,316361,198084,118277,4.7,5559.019
"St. Mary's County, Maryland",46808,40320,29165,11155,11.7,1305.135
"Washington County, Maryland",61766,56225,35626,20599,7.5,1544.925
"Wicomico County, Maryland",42530,38088,21986,16102,2.1,338.142
"Baltimore city, Maryland",293877,242694,115524,127170,7.6,9664.92
"Barnstable County, Massachusetts",164686,96509,77198,19311,7.9,1525.569
"Berkshire County, Massachusetts",69223,53792,37635,16157,6.4,1034.048
"Bristol County, Massachusetts",236903,220528,138335,82193,3.5,2876.755
"Essex County, Massachusetts",314738,297898,187859,110039,2.8,3081.092
"Franklin County, Massachusetts",34210,30927,20382,10545,1.2,126.54
"Hampden County, Massachusetts",193912,179970,108909,71061,3,2131.83
"Hampshire County, Massachusetts",64360,60002,41568,18434,4.1,755.794
"Middlesex County, Massachusetts",645316,612366,379336,233030,2,4660.6
"Norfolk County, Massachusetts",281786,269717,184456,85261,2.4,2046.264
"Plymouth County, Massachusetts",209537,191041,147958,43083,2.5,1077.075
"Suffolk County, Massachusetts",345438,309945,112655,197290,3.9,7694.31
"Worcester County, Massachusetts",337885,316162,204796,111366,3.1,3452.346
"Allegan County, Michigan",51989,43667,35010,8657,3.4,294.338
"Bay County, Michigan",48365,44887,33331,11556,3.4,392.904
"Berrien County, Michigan",77902,61809,45701,16108,7.2,1159.776
"Calhoun County, Michigan",60915,53827,39408,14419,11.4,1643.766
"Clinton County, Michigan",32170,30070,25143,4927,18,886.86
"Eaton County, Michigan",47812,44420,31335,13085,8.5,1112.225
"Genesee County, Michigan",192921,169247,118446,50801,5.7,2895.657
"Grand Traverse County, Michigan",45119,37408,28041,9367,7,655.69
"Ingham County, Michigan",124347,114534,68782,45752,4.9,2241.848
"Isabella County, Michigan",29304,24690,15882,8808,12.2,1074.576
"Jackson County, Michigan",69818,61403,45588,15815,5.1,806.565
"Kalamazoo County, Michigan",113062,103196,63591,39605,6.1,2415.905
"Kent County, Michigan",259379,245437,171100,74337,4.5,3345.165
"Lapeer County, Michigan",36980,33902,28755,5147,0,0
"Lenawee County, Michigan",43971,38499,28848,9651,1.2,115.812
"Livingston County, Michigan",77734,73502,62508,10994,2.6,285.844
"Macomb County, Michigan",369436,351666,260793,90873,4.8,4361.904
"Marquette County, Michigan",34967,27981,20142,7839,6,470.34
"Midland County, Michigan",37202,34350,27890,6460,2.5,161.5
"Monroe County, Michigan",65256,60875,47513,13362,1.1,146.982
"Muskegon County, Michigan",74496,66148,49079,17069,6.5,1109.485
"Oakland County, Michigan",544682,508464,364316,144148,7.3,10522.804
"Ottawa County, Michigan",112002,105004,79453,25551,3.3,843.183
"Saginaw County, Michigan",88021,79050,56980,22070,12.5,2758.75
"St. Clair County, Michigan",72581,63806,50568,13238,3.3,436.854
"Shiawassee County, Michigan",30269,26830,20088,6742,10,674.2
"Van Buren County, Michigan",37549,30974,23665,7309,7.2,526.248
"Washtenaw County, Michigan",152272,141680,88532,53148,3.6,1913.328
"Wayne County, Michigan",815538,689270,430920,258350,4.9,12659.15
"Anoka County, Minnesota",134696,131858,105111,26747,2,534.94
"Blue Earth County, Minnesota",29169,26461,15982,10479,6.7,702.093
"Carver County, Minnesota",39756,38860,32554,6306,4.9,308.994
"Crow Wing County, Minnesota",42629,28012,22025,5987,2.4,143.688
"Dakota County, Minnesota",169966,162895,122186,40709,6,2442.54
"Hennepin County, Minnesota",543739,517091,319814,197277,3.1,6115.587
"Olmsted County, Minnesota",68153,65635,46820,18815,5.8,1091.27
"Ramsey County, Minnesota",221283,206124,122749,83375,5.1,4252.125
"Rice County, Minnesota",25274,22861,17279,5582,0.6,33.492
"St. Louis County, Minnesota",105322,86448,62388,24060,8,1924.8
"Scott County, Minnesota",52739,51474,42771,8703,0,0
"Sherburne County, Minnesota",34756,32686,27845,4841,11.6,561.556
"Stearns County, Minnesota",65674,59776,40723,19053,1.9,362.007
"Washington County, Minnesota",100991,97059,76369,20690,2.5,517.25
"Wright County, Minnesota",53289,49443,42171,7272,2.3,167.256
"DeSoto County, Mississippi",69654,65220,46717,18503,10.7,1979.821
"Forrest County, Mississippi",33179,27340,14289,13051,9,1174.59
"Harrison County, Mississippi",94600,74628,44878,29750,11.9,3540.25
"Hinds County, Mississippi",104294,88471,48094,40377,6.7,2705.259
"Jackson County, Mississippi",62786,56323,39160,17163,12.1,2076.723
"Jones County, Mississippi",29289,24178,16758,7420,9.6,712.32
"Lauderdale County, Mississippi",35401,29367,17351,12016,11.3,1357.808
"Lee County, Mississippi",37122,30378,21026,9352,12.7,1187.704
"Madison County, Mississippi",44471,40046,29829,10217,8.1,827.577
"Rankin County, Mississippi",61846,57011,44061,12950,7.8,1010.1
"Boone County, Missouri",79353,70721,40691,30030,12.8,3843.84
"Buchanan County, Missouri",38824,33984,19394,14590,8,1167.2
"Cape Girardeau County, Missouri",34983,31335,20823,10512,5.8,609.696
"Cass County, Missouri",42891,40544,30853,9691,0.3,29.073
"Christian County, Missouri",35310,33227,24493,8734,0,0
"Clay County, Missouri",99679,93066,63048,30018,5.1,1530.918
"Cole County, Missouri",33613,31437,20207,11230,0.3,33.69
"Franklin County, Missouri",45879,42161,33036,9125,6.4,584
"Greene County, Missouri",135642,133900,70214,63686,1.4,891.604
"Jackson County, Missouri",328262,292571,169643,122928,4.9,6023.472
"Jasper County, Missouri",52254,45019,27043,17976,3.3,593.208
"Jefferson County, Missouri",92150,83841,66500,17341,5.1,884.391
"Platte County, Missouri",42841,40332,26737,13595,5.6,761.32
"St. Charles County, Missouri",158414,150668,119892,30776,6,1846.56
"St. Francois County, Missouri",30442,24021,16623,7398,3.3,244.134
"St. Louis County, Missouri",442243,410842,284616,126226,4.5,5680.17
"St. Louis city, Missouri",177400,146779,64692,82087,7,5746.09
"Cascade County, Montana",39203,32816,21644,11172,12.4,1385.328
"Flathead County, Montana",49527,40681,31454,9227,5.2,479.804
"Gallatin County, Montana",52558,46990,28306,18684,3.5,653.94
"Lewis and Clark County, Montana",31942,27405,19751,7654,9.9,757.746
"Missoula County, Montana",55544,50853,31672,19181,1.3,249.353
"Yellowstone County, Montana",73855,69989,46851,23138,5.8,1342.004
"Douglas County, Nebraska",239730,222819,137728,85091,8.7,7402.917
"Lancaster County, Nebraska",134993,128385,77412,50973,3.3,1682.109
"Sarpy County, Nebraska",71060,68947,48510,20437,5.1,1042.287
"Clark County, Nevada",924533,813607,441385,372222,8.8,32755.536
"Washoe County, Nevada",205407,191091,111196,79895,3.2,2556.64
"Cheshire County, New Hampshire",35894,29698,20056,9642,5.6,539.952
"Grafton County, New Hampshire",53410,35780,24926,10854,8.3,900.882
"Hillsborough County, New Hampshire",173305,162588,109095,53493,3,1604.79
"Merrimack County, New Hampshire",65566,60017,42894,17123,3.1,530.813
"Rockingham County, New Hampshire",134177,124212,96689,27523,3.2,880.736
"Strafford County, New Hampshire",54821,50584,33168,17416,5.3,923.048
"Atlantic County, New Jersey",128951,101975,67659,34316,5.4,1853.064
"Bergen County, New Jersey",360822,343733,222292,121441,4.1,4979.081
"Burlington County, New Jersey",180448,170074,124607,45467,1.9,863.873
"Camden County, New Jersey",206368,187780,126990,60790,7.3,4437.67
"Cape May County, New Jersey",99630,40939,30533,10406,37.1,3860.626
"Cumberland County, New Jersey",56471,51360,33804,17556,3.6,632.016
"Essex County, New Jersey",319689,295976,131638,164338,3.6,5916.168
"Gloucester County, New Jersey",114452,106705,83415,23290,1.6,372.64
