County,Total_housing_units,Occupied_housing_units,Owner-occupied,Renter-occupied,Rental_vacancy_rate,Rental_vacancy
"Hudson County, New Jersey",286907,266664,83332,183332,4.1,7516.612
"Hunterdon County, New Jersey",50554,47901,38527,9374,4.4,412.456
"Mercer County, New Jersey",145133,130851,81851,49000,3.5,1715
"Middlesex County, New Jersey",303457,285906,181453,104453,4.3,4491.479
"Monmouth County, New Jersey",262917,240377,174634,65743,2.8,1840.804
"Morris County, New Jersey",196196,184885,132419,52466,3.6,1888.776
"Ocean County, New Jersey",286173,226725,183046,43679,1.5,655.185
"Passaic County, New Jersey",177254,168059,88200,79859,2.6,2076.334
"Salem County, New Jersey",27603,24404,17467,6937,10.5,728.385
"Somerset County, New Jersey",127526,122606,91514,31092,0.4,124.368
"Sussex County, New Jersey",62632,54099,47108,6991,17.4,1216.434
"Union County, New Jersey",203047,192848,111662,81186,3.3,2679.138
"Warren County, New Jersey",45624,42397,29647,12750,4,510
"Bernalillo County, New Mexico",296402,271307,173157,98150,7.3,7164.95
"Chaves County, New Mexico",27477,24671,16662,8009,9.8,784.882
"Do??a Ana County, New Mexico",89967,79094,51074,28020,10.6,2970.12
"Lea County, New Mexico",27031,24478,15721,8757,0.8,70.056
"McKinley County, New Mexico",26429,21719,16086,5633,2,112.66
"Otero County, New Mexico",31945,24133,15286,8847,9.3,822.771
"Sandoval County, New Mexico",58142,53251,43872,9379,4,375.16
"San Juan County, New Mexico",51481,42561,28368,14193,11.7,1660.581
"Santa Fe County, New Mexico",73550,62182,44385,17797,8.1,1441.557
"Valencia County, New Mexico",31585,24829,18977,5852,11.4,667.128
"Albany County, New York",142884,128284,74329,53955,6,3237.3
"Bronx County, New York",537197,513890,96969,416921,1.9,7921.499
"Broome County, New York",91402,79309,50800,28509,10.3,2936.427
"Cattaraugus County, New York",41741,33056,24297,8759,6.3,551.817
"Cayuga County, New York",37227,31489,23033,8456,0,0
"Chautauqua County, New York",67779,55345,38450,16895,3,506.85
"Chemung County, New York",39081,33490,24072,9418,12.9,1214.922
"Clinton County, New York",36836,31422,20566,10856,3.7,401.672
"Dutchess County, New York",121547,110529,73749,36780,4.5,1655.1
"Erie County, New York",430732,398326,257105,141221,3.2,4519.072
"Jefferson County, New York",60160,41214,23336,17878,9,1609.02
"Kings County, New York",1065363,978091,291015,687076,2.9,19925.204
"Livingston County, New York",27720,23409,17474,5935,3.4,201.79
"Madison County, New York",32461,25986,20303,5683,6.6,375.078
"Monroe County, New York",330262,305284,191432,113852,7.5,8538.9
"Nassau County, New York",474127,449798,362440,87358,5.3,4629.974
"New York County, New York",892930,768203,179243,588960,4.6,27092.16
"Niagara County, New York",100704,90625,63919,26706,6.7,1789.302
"Oneida County, New York",105623,90273,61874,28399,7.1,2016.329
"Onondaga County, New York",209759,183218,118478,64740,10.3,6668.22
"Ontario County, New York",51695,46025,33025,13000,6.4,832
"Orange County, New York",145217,131421,87322,44099,2.1,926.079
"Oswego County, New York",54734,46640,35713,10927,6.1,666.547
"Putnam County, New York",38711,34470,27311,7159,1.6,114.544
"Queens County, New York",869346,784552,346290,438262,3.1,13586.122
"Rensselaer County, New York",73431,65790,40226,25564,6.7,1712.788
"Richmond County, New York",181765,166297,109302,56995,5.6,3191.72
"Rockland County, New York",106991,101424,69056,32368,1.4,453.152
"St. Lawrence County, New York",53488,42832,31344,11488,0.3,34.464
"Saratoga County, New York",108296,93547,68956,24591,8.2,2016.462
"Schenectady County, New York",70111,62534,39422,23112,9.6,2218.752
"Steuben County, New York",49796,39283,28510,10773,6.4,689.472
"Suffolk County, New York",577470,499744,404153,95591,3.7,3536.867
"Sullivan County, New York",51276,28960,20051,8909,5.7,507.813
"Tompkins County, New York",44633,40322,20193,20129,6.6,1328.514
"Ulster County, New York",85616,69376,46749,22627,0.4,90.508
"Warren County, New York",40284,29593,20969,8624,7.5,646.8
"Wayne County, New York",41905,36634,28023,8611,6.7,576.937
"Westchester County, New York",377263,355136,221141,133995,2.8,3751.86
"Alamance County, North Carolina",72814,64316,44067,20249,7.8,1579.422
"Brunswick County, North Carolina",95083,58385,49317,9068,23,2085.64
"Buncombe County, North Carolina",127989,106741,66293,40448,8.6,3478.528
"Burke County, North Carolina",41590,36634,27563,9071,5.9,535.189
"Cabarrus County, North Carolina",82525,68798,50749,18049,11.9,2147.831
"Caldwell County, North Carolina",38250,32513,24126,8387,3.8,318.706
"Carteret County, North Carolina",50962,28962,21031,7931,0.7,55.517
"Catawba County, North Carolina",69863,62417,45051,17366,6.8,1180.888
"Chatham County, North Carolina",33704,30674,22360,8314,0,0
"Cleveland County, North Carolina",43770,30599,21289,9310,8.6,800.66
"Craven County, North Carolina",47681,42221,29083,13138,6.2,814.556
"Cumberland County, North Carolina",147330,128135,64091,64044,7.4,4739.256
"Davidson County, North Carolina",76060,69938,49477,20461,3.2,654.752
"Durham County, North Carolina",142012,131140,71803,59337,5.3,3144.861
"Forsyth County, North Carolina",168800,148151,91051,57100,9,5139
"Franklin County, North Carolina",29726,26720,19270,7450,1.7,126.65
"Gaston County, North Carolina",94983,85705,55309,30396,8,2431.68
"Guilford County, North Carolina",231631,206950,119636,87314,6,5238.84
"Harnett County, North Carolina",53046,46416,30058,16358,7.8,1275.924
"Henderson County, North Carolina",58795,51115,37247,13868,0.6,83.208
"Iredell County, North Carolina",77448,68145,50487,17658,4.2,741.636
"Johnston County, North Carolina",79857,73567,54042,19525,0.8,156.2
"Lincoln County, North Carolina",37535,34418,25758,8660,1.4,121.24
"Mecklenburg County, North Carolina",466955,426313,238620,187693,7.9,14827.747
"Moore County, North Carolina",48629,41530,30946,10584,0.3,31.752
"Nash County, North Carolina",43327,37574,24038,13536,5.5,744.48
"New Hanover County, North Carolina",114851,100189,57776,42413,4,1696.52
"Onslow County, North Carolina",81076,63604,34598,29006,4.6,1334.276
"Orange County, North Carolina",60272,55259,34770,20489,5.4,1106.406
"Pitt County, North Carolina",81250,70926,35660,35266,3.3,1163.778
"Randolph County, North Carolina",62922,56117,40169,15948,5.7,909.036
"Robeson County, North Carolina",53398,46272,30950,15322,3.3,505.626
"Rockingham County, North Carolina",44419,38462,26555,11907,2.8,333.396
"Rowan County, North Carolina",62494,55241,37500,17741,7.1,1259.611
"Rutherford County, North Carolina",34576,27970,21096,6874,9.8,673.652
"Surry County, North Carolina",34417,28408,20699,7709,15.4,1187.186
"Union County, North Carolina",84005,77954,64375,13579,3.6,488.844
"Wake County, North Carolina",453362,419361,267493,151868,6.6,10023.288
"Wayne County, North Carolina",54736,48482,29515,18967,2.5,474.175
"Wilkes County, North Carolina",33765,28376,20666,7710,4.1,316.11
"Wilson County, North Carolina",36495,32384,18452,13932,4.9,682.668
"Burleigh County, North Dakota",43442,38438,26986,11452,10.1,1156.652
"Cass County, North Dakota",85452,78736,36529,42207,7.5,3165.525
"Grand Forks County, North Dakota",33498,31506,15025,16481,4.8,791.088
"Ward County, North Dakota",33164,28908,17193,11715,6.6,773.19
"Allen County, Ohio",45188,40460,28267,12193,5.1,621.843
"Ashtabula County, Ohio",46268,39490,26929,12561,2.1,263.781
"Athens County, Ohio",26669,22659,14912,7747,4.5,348.615
"Belmont County, Ohio",32236,25651,18783,6868,3,206.04
"Butler County, Ohio",153275,140141,95005,45136,4.8,2166.528
"Clark County, Ohio",61251,54406,36463,17943,3.8,681.834
"Clermont County, Ohio",84158,80041,58887,21154,0.2,42.308
"Columbiana County, Ohio",46852,40560,30632,9928,4.2,416.976
"Cuyahoga County, Ohio",617202,549471,316633,232838,6,13970.28
"Delaware County, Ohio",76155,73290,57881,15409,7.2,1109.448
"Erie County, Ohio",37900,30308,21832,8476,15.1,1279.876
"Fairfield County, Ohio",62206,59031,43948,15083,2.1,316.743
"Franklin County, Ohio",564363,522383,278809,243574,5.3,12909.422
"Geauga County, Ohio",37422,35439,29726,5713,0,0
"Greene County, Ohio",71316,66154,42817,23337,3.7,863.469
"Hamilton County, Ohio",380778,347235,204271,142964,4.3,6147.452
"Hancock County, Ohio",34544,32490,21851,10639,0.6,63.834
"Jefferson County, Ohio",32411,27515,18828,8687,4.1,356.167
"Lake County, Ohio",103499,96967,71106,25861,2.8,724.108
"Licking County, Ohio",71199,66604,47161,19443,1.7,330.531
"Lorain County, Ohio",132804,120299,88108,32191,8.8,2832.808
"Lucas County, Ohio",203795,182105,109722,72383,4.9,3546.767
"Mahoning County, Ohio",111251,100057,70212,29845,2.7,805.815
"Marion County, Ohio",27877,25013,16266,8747,1.3,113.711
"Medina County, Ohio",73569,70450,54577,15873,3.2,507.936
"Miami County, Ohio",44406,41273,30758,10515,7.2,757.08
"Montgomery County, Ohio",255088,224831,138837,85994,6.4,5503.616
"Muskingum County, Ohio",37960,33342,23611,9731,5.4,525.474
"Portage County, Ohio",69753,61018,41399,19619,4,784.76
"Richland County, Ohio",54101,49812,33538,16274,2.8,455.672
"Ross County, Ohio",32019,28365,20919,7446,2.5,186.15
"Scioto County, Ohio",34576,29319,20002,9317,7.8,726.726
"Stark County, Ohio",167206,154280,103087,51193,5.1,2610.843
"Summit County, Ohio",246464,224629,147449,77180,3.4,2624.12
"Trumbull County, Ohio",95624,84159,59206,24953,6.7,1671.851
"Tuscarawas County, Ohio",40247,36788,26402,10386,5.8,602.388
"Warren County, Ohio",89771,84460,65589,18871,3.4,641.614
"Wayne County, Ohio",46951,44589,31533,13056,0.9,117.504
"Wood County, Ohio",54134,51353,33473,17880,2.6,464.88
"Canadian County, Oklahoma",49464,46005,33999,12006,1.8,216.108
"Cleveland County, Oklahoma",117077,108673,69344,39329,6.2,2438.398
"Comanche County, Oklahoma",51654,41843,21807,20036,2.9,581.044
"Creek County, Oklahoma",30776,26561,19384,7177,6.3,452.151
"Muskogee County, Oklahoma",30949,26842,17337,9505,7.2,684.36
"Oklahoma County, Oklahoma",343982,305493,177674,127819,8.5,10864.615
"Payne County, Oklahoma",36849,31788,16886,14902,11.5,1713.73
"Pottawatomie County, Oklahoma",29943,25655,17899,7756,2.9,224.924
"Rogers County, Oklahoma",38955,35531,27086,8445,1.6,135.12
"Tulsa County, Oklahoma",285880,255352,151406,103946,8.8,9147.248
"Wagoner County, Oklahoma",33217,29837,23466,6371,5.2,331.292
"Benton County, Oregon",39107,37378,21425,15953,5.6,893.368
"Clackamas County, Oregon",170716,161295,114097,47198,3.2,1510.336
"Deschutes County, Oregon",92781,76528,54130,22398,5.8,1299.084
"Douglas County, Oregon",50968,46186,32273,13913,0.7,97.391
"Jackson County, Oregon",97268,87800,55297,32503,3.3,1072.599
"Josephine County, Oregon",39641,35206,23339,11867,5.1,605.217
"Klamath County, Oregon",33882,29357,19243,10114,0,0
"Lane County, Oregon",164846,155696,90298,65398,2,1307.96
"Linn County, Oregon",51391,49407,33293,16114,2.1,338.394
"Marion County, Oregon",128637,121061,75933,45128,6,2707.68
"Multnomah County, Oregon",359802,337903,184222,153681,4.3,6608.283
"Polk County, Oregon",32959,31224,21346,9878,4.5,444.51
"Umatilla County, Oregon",30909,27538,17518,10020,2.4,240.48
"Washington County, Oregon",234162,222877,135770,87107,4.1,3571.387
"Yamhill County, Oregon",39901,36323,23582,12741,5.2,662.532
"Adams County, Pennsylvania",42760,38703,30335,8368,7.2,602.496
"Allegheny County, Pennsylvania",604269,553858,347661,206197,3.8,7835.486
"Armstrong County, Pennsylvania",32834,29095,21763,7332,3.9,285.948
"Beaver County, Pennsylvania",79792,70745,51465,19280,9,1735.2
"Berks County, Pennsylvania",167863,154696,107713,46983,5.4,2537.082
"Blair County, Pennsylvania",57025,52497,37088,15409,4.8,739.632
"Bucks County, Pennsylvania",252245,240491,185374,55117,4,2204.68
"Butler County, Pennsylvania",84871,77920,59387,18533,6.7,1241.711
"Cambria County, Pennsylvania",66019,56490,42304,14186,7.1,1007.206
"Carbon County, Pennsylvania",34885,27107,20033,7074,15.5,1096.47
"Centre County, Pennsylvania",67401,58963,35745,23218,4.6,1068.028
"Chester County, Pennsylvania",203192,193234,143664,49570,5.9,2924.63
"Clearfield County, Pennsylvania",39351,31990,24302,7688,4.5,345.96
"Columbia County, Pennsylvania",30431,26219,18747,7472,4.4,328.768
"Crawford County, Pennsylvania",45003,35387,25287,10100,9,909
"Cumberland County, Pennsylvania",107924,101823,71529,30294,2.1,636.174
"Dauphin County, Pennsylvania",125440,113905,72193,41712,6.8,2836.416
"Delaware County, Pennsylvania",225011,209502,144988,64514,4.6,2967.644
"Erie County, Pennsylvania",121861,110128,73155,36973,5.2,1922.596
"Fayette County, Pennsylvania",64068,54955,38873,16082,7.7,1238.314
"Franklin County, Pennsylvania",66195,60260,44226,16034,4.9,785.666
"Indiana County, Pennsylvania",39020,30704,21982,8722,23,2006.06
"Lackawanna County, Pennsylvania",100848,88154,55854,32300,3.8,1227.4
"Lancaster County, Pennsylvania",213299,204701,142522,62179,2.6,1616.654
"Lawrence County, Pennsylvania",41363,37282,27657,9625,2.4,231
"Lebanon County, Pennsylvania",58258,53861,38338,15523,6.1,946.903
"Lehigh County, Pennsylvania",147125,137847,87077,50770,4.2,2132.34
"Luzerne County, Pennsylvania",150503,130890,88275,42615,2.6,1107.99
"Lycoming County, Pennsylvania",53647,44842,31208,13634,10.1,1377.034
"Mercer County, Pennsylvania",52406,46427,33475,12952,5.8,751.216
"Monroe County, Pennsylvania",81828,56274,42141,14133,7.5,1059.975
"Montgomery County, Pennsylvania",338480,321373,230217,91156,6.7,6107.452
"Northampton County, Pennsylvania",123896,114950,80063,34887,3.9,1360.593
"Northumberland County, Pennsylvania",45625,38592,26541,12051,4.8,578.448
"Philadelphia County, Pennsylvania",691653,619505,323722,295783,4.6,13606.018
"Schuylkill County, Pennsylvania",70037,58242,44657,13585,1.3,176.605
"Somerset County, Pennsylvania",38587,29456,23131,6325,4.6,290.95
"Washington County, Pennsylvania",96602,86716,66073,20643,5.8,1197.294
"Westmoreland County, Pennsylvania",170858,155147,116106,39041,4.7,1834.927
"York County, Pennsylvania",185652,175441,131665,43776,3.1,1357.056
"Kent County, Rhode Island",74633,70166,48263,21903,3.2,700.896
"Newport County, Rhode Island",42778,33690,21987,11703,16.4,1919.292
"Providence County, Rhode Island",266824,237518,131300,106218,6.4,6797.952
"Washington County, Rhode Island",64710,48051,36654,11397,6,683.82
"Aiken County, South Carolina",78524,67889,52246,15643,3.8,594.434
"Anderson County, South Carolina",89873,75825,57383,18442,12.2,2249.924
"Beaufort County, South Carolina",102702,73043,56061,16982,15.7,2666.174
"Berkeley County, South Carolina",88370,80640,56964,23676,7,1657.32
"Charleston County, South Carolina",195148,165568,105452,60116,8.5,5109.86
"Darlington County, South Carolina",31014,24801,17287,7514,6,450.84
"Dorchester County, South Carolina",62371,57768,42634,15134,13.6,2058.224
"Florence County, South Carolina",61817,53047,34466,18581,10.8,2006.748
"Greenville County, South Carolina",218205,199551,139331,60220,5.4,3251.88
"Greenwood County, South Carolina",31586,28544,18188,10356,3,310.68
"Horry County, South Carolina",214839,140260,101298,38962,30.2,11766.524
"Kershaw County, South Carolina",29692,24544,19968,4576,2.6,118.976
"Lancaster County, South Carolina",39578,35410,28424,6986,10.9,761.474
"Laurens County, South Carolina",31739,25901,17737,8164,4.7,383.708
"Lexington County, South Carolina",127995,118193,87488,30705,3.5,1074.675
"Oconee County, South Carolina",41184,31530,24185,7345,2.6,190.97
"Orangeburg County, South Carolina",42940,32129,20506,11623,4.3,499.789
"Pickens County, South Carolina",55598,48203,33282,14921,7.9,1178.759
"Richland County, South Carolina",177357,153484,90888,62596,5.1,3192.396
"Spartanburg County, South Carolina",134034,121256,87991,33265,6.6,2195.49
"Sumter County, South Carolina",48613,44105,28176,15929,5.3,844.237
"York County, South Carolina",112650,108400,75855,32545,2.4,781.08
"Minnehaha County, South Dakota",85648,81046,49521,31525,5.1,1607.775
"Pennington County, South Dakota",49796,44676,30288,14388,3.9,561.132
"Anderson County, Tennessee",35157,30175,21426,8749,4.3,376.207
"Blount County, Tennessee",58947,50813,38648,12165,7.6,924.54
"Bradley County, Tennessee",44530,39992,25879,14113,6.8,959.684
"Davidson County, Tennessee",325455,289427,155502,133925,9.8,13124.65
"Greene County, Tennessee",32776,28323,19792,8531,6.4,545.984
"Hamilton County, Tennessee",165520,148157,92940,55217,5.9,3257.803
"Knox County, Tennessee",210101,191925,121781,70144,6,4208.64
"Madison County, Tennessee",43495,38930,24778,14152,6.2,877.424
"Maury County, Tennessee",39263,37104,28403,8701,7.9,687.379
"Montgomery County, Tennessee",84147,76974,45206,31768,5.4,1715.472
"Putnam County, Tennessee",35347,31778,20371,11407,4.1,467.687
"Robertson County, Tennessee",28023,26577,20089,6488,4,259.52
"Rutherford County, Tennessee",125467,113797,72513,41284,10,4128.4
"Sevier County, Tennessee",58730,37933,27152,10781,14.2,1530.902
"Shelby County, Tennessee",407303,353950,191812,162138,9.3,15078.834
"Sullivan County, Tennessee",75923,68560,50242,18318,1.2,219.816
"Sumner County, Tennessee",75380,70098,51747,18351,5.5,1009.305
"Washington County, Tennessee",61186,55817,36835,18982,4.4,835.208
"Williamson County, Tennessee",87536,84393,69642,14751,7.3,1076.823
"Wilson County, Tennessee",56429,51618,38421,13197,5.4,712.638
"Angelina County, Texas",37257,32293,22375,9918,9.2,912.456
"Bastrop County, Texas",31085,26393,19906,6487,6.8,441.116
"Bell County, Texas",144248,126772,68274,58498,9.4,5498.812
"Bexar County, Texas",705080,646352,376508,269844,7.4,19968.456
"Bowie County, Texas",40203,34935,21606,13329,4.6,613.134
"Brazoria County, Texas",142622,129261,97974,31287,10,3128.7
"Brazos County, Texas",94330,79971,38546,41425,12,4971
"Cameron County, Texas",154022,129307,84071,45236,5.6,2533.216
"Collin County, Texas",390255,363599,227747,135852,7.9,10732.308
"Comal County, Texas",63392,57004,43784,13220,6.3,832.86
"Coryell County, Texas",27085,22093,12928,9165,1.6,146.64
"Dallas County, Texas",1041816,940587,469815,470772,9.3,43781.796
"Denton County, Texas",329507,305164,201627,103537,6.7,6936.979
"Ector County, Texas",59599,53155,32632,20523,5.6,1149.288
"Ellis County, Texas",65933,61465,47805,13660,4.2,573.72
"El Paso County, Texas",301465,269150,162741,106409,12.1,12875.489
"Fort Bend County, Texas",269377,253030,196119,56911,7.4,4211.414
"Galveston County, Texas",150382,127092,86048,41044,8.5,3488.74
"Grayson County, Texas",57459,49024,33926,15098,4,603.92
"Gregg County, Texas",52431,45711,27858,17853,6.9,1231.857
"Guadalupe County, Texas",61304,56051,42881,13170,3.2,421.44
"Harris County, Texas",1818241,1647384,878216,769168,8.7,66917.616
"Harrison County, Texas",28988,24197,16116,8081,4.9,395.969
"Hays County, Texas",84564,77749,49386,28363,4.6,1304.698
"Henderson County, Texas",41914,30607,20948,9659,4.3,415.337
"Hidalgo County, Texas",285996,247544,168726,78818,9.7,7645.346
"Hunt County, Texas",38398,35093,23549,11544,4.4,507.936
"Jefferson County, Texas",109138,89273,53818,35455,5.6,1985.48
"Johnson County, Texas",63680,59113,42639,16474,8.2,1350.868
"Kaufman County, Texas",43485,39835,31841,7994,6.6,527.604
"Liberty County, Texas",32722,27367,21819,5548,0,0
"Lubbock County, Texas",130778,117494,66328,51166,9.3,4758.438
"McLennan County, Texas",103174,93021,57003,36018,3.1,1116.558
"Midland County, Texas",63193,59325,41481,17844,4.9,874.356
"Montgomery County, Texas",229708,209528,149814,59714,9.4,5613.116
"Nacogdoches County, Texas",28612,24722,13960,10762,4.6,495.052
"Nueces County, Texas",150830,131194,78988,52206,9.3,4855.158
"Orange County, Texas",38326,31913,23546,8367,12.3,1029.141
"Parker County, Texas",51540,43520,36598,6922,13.3,920.626
"Potter County, Texas",50444,44180,23529,20651,9,1858.59
"Randall County, Texas",55503,50261,36776,13485,14.5,1955.325
"Rockwall County, Texas",37228,36665,30836,5829,N,#VALUE!
"San Patricio County, Texas",28847,21872,14679,7193,4.6,330.878
"Smith County, Texas",91844,78600,52515,26085,7.6,1982.46
"Tarrant County, Texas",791810,727094,437440,289654,9.5,27517.13
"Taylor County, Texas",57958,50282,28314,21968,6.4,1405.952
"Tom Green County, Texas",48910,43604,28953,14651,3.8,556.738
"Travis County, Texas",545724,507751,265500,242251,5.1,12354.801
"Victoria County, Texas",37284,30058,20654,9404,20.2,1899.608
"Walker County, Texas",27058,22201,12670,9531,0,0
"Webb County, Texas",85800,76326,45726,30600,7.5,2295
"Wichita County, Texas",56193,48315,29368,18947,10.4,1970.488
"Williamson County, Texas",205616,193008,127124,65884,6.7,4414.228
"Wise County, Texas",25167,22882,18881,4001,1.8,72.018
"Cache County, Utah",43162,40206,25452,14754,6.7,988.518
"Davis County, Utah",112486,109358,82753,26605,2.7,718.335
"Salt Lake County, Utah",411484,384692,258772,125920,7.2,9066.24
"Tooele County, Utah",23170,21292,18065,3227,17.2,555.044
"Utah County, Utah",186547,178152,120732,57420,4.1,2354.22
"Washington County, Utah",74135,63144,45516,17628,4.4,775.632
"Weber County, Utah",94290,87863,66231,21632,6.8,1470.976
"Chittenden County, Vermont",71283,68516,42786,25730,1.7,437.41
"Albemarle County, Virginia",47090,43754,28862,14892,2.6,387.192
"Arlington County, Virginia",118883,111887,46761,65126,3.3,2149.158
"Augusta County, Virginia",32847,29951,24326,5625,0.9,50.625
"Bedford County, Virginia",37048,31390,26464,4926,9.2,453.192
"Chesterfield County, Virginia",134283,128920,99626,29294,6.6,1933.404
"Fairfax County, Virginia",416073,400186,269685,130501,2.6,3393.026
"Fauquier County, Virginia",27397,24270,18835,5435,0.8,43.48
"Frederick County, Virginia",35452,32010,24724,7286,7.1,517.306
"Hanover County, Virginia",42272,39521,33364,6157,7.3,449.461
"Henrico County, Virginia",139281,130591,79623,50968,6.1,3109.048
"James City County, Virginia",34132,30262,24332,5930,18.1,1073.33
"Loudoun County, Virginia",139982,133750,103512,30238,7.1,2146.898
"Montgomery County, Virginia",41056,36244,19355,16889,3.1,523.559
"Prince William County, Virginia",151737,143508,105507,38001,7,2660.07
"Roanoke County, Virginia",41089,37506,28664,8842,3.8,335.996
"Rockingham County, Virginia",36168,30462,22455,8007,1.7,136.119
"Spotsylvania County, Virginia",49599,46427,35536,10891,6.8,740.588
"Stafford County, Virginia",51370,48092,38713,9379,7.5,703.425
"York County, Virginia",28523,26008,18071,7937,11.9,944.503
"Alexandria city, Virginia",76424,71005,31688,39317,4.2,1651.314
"Chesapeake city, Virginia",92584,86878,60213,26665,6.3,1679.895
"Hampton city, Virginia",60130,55633,28476,27157,5.3,1439.321
"Lynchburg city, Virginia",32529,28950,13743,15207,7.1,1079.697
"Newport News city, Virginia",77931,70918,34578,36340,10.2,3706.68
"Norfolk city, Virginia",98476,88387,38901,49486,7.1,3513.506
"Portsmouth city, Virginia",40906,36089,20225,15864,4.4,698.016
"Richmond city, Virginia",101240,89878,39181,50697,5.5,2788.335
"Roanoke city, Virginia",46941,40810,19692,21118,9.6,2027.328
"Suffolk city, Virginia",37954,34597,23628,10969,4,438.76
"Virginia Beach city, Virginia",186468,175029,109117,65912,4.6,3031.952
"Benton County, Washington",78624,73678,50144,23534,6.5,1529.71
"Chelan County, Washington",38641,28974,18159,10815,12.7,1373.505
"Clallam County, Washington",37722,33022,23366,9656,5.1,492.456
"Clark County, Washington",189576,180862,118656,62206,3.3,2052.798
"Cowlitz County, Washington",45285,42790,27805,14985,0.9,134.865
"Franklin County, Washington",29249,28162,18657,9505,2.3,218.615
"Grant County, Washington",38515,30866,20002,10864,11.7,1271.088
"Grays Harbor County, Washington",36913,29920,21664,8256,6,495.36
"Island County, Washington",42652,35586,25979,9607,7.2,691.704
"King County, Washington",970358,907761,510957,396804,4.1,16268.964
"Kitsap County, Washington",114895,107525,75154,32371,2.9,938.759
"Lewis County, Washington",35678,31879,22062,9817,4.2,412.314
"Mason County, Washington",33992,24820,20190,4630,8.8,407.44
"Pierce County, Washington",356265,333657,209569,124088,5,6204.4
"Skagit County, Washington",54936,49043,34265,14778,1,147.78
"Snohomish County, Washington",318098,299827,199866,99961,4.8,4798.128
"Spokane County, Washington",223061,211723,130089,81634,3,2449.02
"Thurston County, Washington",119553,112909,77567,35342,4.8,1696.416
"Whatcom County, Washington",99210,88794,57155,31639,3.8,1202.282
"Yakima County, Washington",89751,83992,53279,30713,2.5,767.825
"Berkeley County, West Virginia",50340,46395,34352,12043,3,361.29
"Cabell County, West Virginia",46300,38040,22319,15721,3,471.63
"Harrison County, West Virginia",31810,25905,19624,6281,16.4,1030.084
"Kanawha County, West Virginia",92165,78384,54412,23972,10.9,2612.948
"Monongalia County, West Virginia",45212,40401,24263,16138,7.2,1161.936
"Raleigh County, West Virginia",36144,31331,22838,8493,7.6,645.468
"Wood County, West Virginia",40287,34182,25280,8902,10.8,961.416
"Brown County, Wisconsin",111218,107385,66275,41110,3,1233.3
"Dane County, Wisconsin",239876,229760,131636,98124,3.6,3532.464
"Dodge County, Wisconsin",38073,35104,25266,9838,5.8,570.604
"Eau Claire County, Wisconsin",44760,41385,27087,14298,9,1286.82
"Fond du Lac County, Wisconsin",45554,42604,28797,13807,6.1,842.227
"Jefferson County, Wisconsin",36166,32783,23988,8795,3.4,299.03
"Kenosha County, Wisconsin",70866,64187,42449,21738,4.5,978.21
"La Crosse County, Wisconsin",51029,48175,31294,16881,4.9,827.169
"Manitowoc County, Wisconsin",37652,33831,25057,8774,4.2,368.508
"Marathon County, Wisconsin",59943,54765,39528,15237,0.3,45.711
"Milwaukee County, Wisconsin",420159,383665,189527,194138,6.2,12036.556
"Outagamie County, Wisconsin",78207,74974,52953,22021,1.9,418.399
"Ozaukee County, Wisconsin",37990,35795,26644,9151,0.6,54.906
"Portage County, Wisconsin",31247,29063,20130,8933,7,625.31
"Racine County, Wisconsin",83124,78905,52951,25954,5.7,1479.378
"Rock County, Wisconsin",69429,65316,44814,20502,4.8,984.096
"St. Croix County, Wisconsin",36820,34731,27257,7474,N,#VALUE!
"Sheboygan County, Wisconsin",51418,48691,34830,13861,1.4,194.054
"Walworth County, Wisconsin",52939,42799,30169,12630,3,378.9
"Washington County, Wisconsin",57511,55256,42659,12597,0.4,50.388
"Waukesha County, Wisconsin",167955,160635,121640,38995,4.3,1676.785
"Winnebago County, Wisconsin",76311,71238,45197,26041,5,1302.05
"Wood County, Wisconsin",35479,32684,23621,9063,8,725.04
"Laramie County, Wyoming",44385,41739,28449,13290,1,132.9
"Natrona County, Wyoming",37358,33044,23936,9108,8.2,746.856
"Arecibo Municipio, Puerto Rico",41008,32090,19459,12631,4.9,618.919
"Bayam??n Municipio, Puerto Rico",83546,68980,47504,21476,6.2,1331.512
"Caguas Municipio, Puerto Rico",57455,47669,31091,16578,5.9,978.102
"Carolina Municipio, Puerto Rico",75881,58602,40302,18300,10.4,1903.2
"Guaynabo Municipio, Puerto Rico",40890,33125,22357,10768,3.3,355.344
"Mayag??ez Municipio, Puerto Rico",41210,28649,15088,13561,10.2,1383.222
"Ponce Municipio, Puerto Rico",66019,52837,35701,17136,5.8,993.888
"San Juan Municipio, Puerto Rico",190479,138800,77123,61677,9,5550.93
"Toa Alta Municipio, Puerto Rico",26446,22650,19512,3138,0,0
"Toa Baja Municipio, Puerto Rico",34618,28291,20717,7574,7.4,560.476
"Trujillo Alto Municipio, Puerto Rico",29601,23263,16271,6992,2.2,153.824
