"type1","type2","wind_34_down","wind_34_50","wind_50_64","wind_64_up","node1","node2","node3","node4","node5","node6","node7","node8","node9","SVI","population","homeownership_rate","hwm","wind_50_up"
13,12,9,0,0,0,116.745969700135,102.130266867907,70.3740363377807,50.6991828387544,39.9759065590576,32.2894830991331,44.7391769929434,54.9044896798015,75.7132212656569,0.8793,42328,69.10649,5.37,0
229,91,0,6,2,1,34.3081804337882,32.1593566585351,38.6319524295539,55.8551034415876,59.1862635857441,70.9479355700371,59.2484905482028,43.278265578415,20.4952552757921,0.8395,21712,70.10539,3.95,3
320,1106,9,0,0,0,159.54765801488,160.322725987713,154.325161810653,157.780617615827,149.569417772077,158.620657761874,156.124005715049,142.76721881229,127.954465514283,0.2907,41269,82.10065,7.5,0
21,60,2,7,0,0,99.4117965960366,90.5978181632468,68.6623570218947,63.2340208777924,52.2855455059998,59.4213902049914,59.8612767107523,51.3841309348781,51.3945026481848,0.6218,21291,82.12687,6.9,0
31,20,1,6,2,0,69.3855425863221,54.7359127637924,23.1658088888485,9.00090857552235,7.44235719762008,18.2906017908395,7.59976813481646,9.60668026798044,33.8498959082719,0.7988,20180,74.07427,0,2
30,168,2,7,0,0,112.839057408542,101.254076718862,73.5047956187518,60.8401903766149,47.8175496420658,49.6699766397532,55.7040065287142,54.7170540614561,65.0415502410054,0.3095,25119,78.74621,5.85,0
864,3880,3,6,0,0,109.426115440405,106.142824066432,94.4738115150583,96.0715294859851,87.5996909785309,96.7618104060301,94.2154273427027,81.3854966417927,69.5110774675317,0.2725,767712,79.26165,12.08,0
1519,4070,6,3,0,0,132.123962879168,133.515292460344,129.703980704129,135.213778046941,128.279046087052,138.279595938728,134.225532320674,119.746003608841,102.883067674125,0.5696,334633,69.30513,6.53,0
56,9,0,7,1,1,48.3422570930915,32.4529560183659,7.15342367095065,20.9756605569334,32.669218250919,39.7140039883452,26.9070578039376,23.8182316036883,34.1281492861585,0.6568,7552,81.2095,0,2
15,8,4,4,1,0,92.9810108844439,78.3304839341155,46.6039995580908,27.4598749107711,16.1765983497233,10.9759056026419,21.4486066584095,31.4546778740239,53.6784262761825,0.9634,20742,68.24809,6.32,1
24,27,6,3,0,0,160.258833224996,152.509979182825,130.394114475785,121.888215119868,109.368475290694,112.541832594485,117.349669285388,112.372104165739,113.124961863893,0.8672,27955,77.15943,0,0
295,1181,9,0,0,0,192.401305500876,191.384809782472,181.115163949327,181.121289910151,171.186465090003,178.555130416862,178.4711800308,167.210775110189,156.091731846508,0.2178,57117,81.44545,14.25,0
9736,25019,6,3,0,0,136.955742185264,134.085373680659,121.814207650692,121.755239918351,112.158558630085,120.135492421964,119.283255113217,107.731517423699,97.355139870693,0.702,4657972,58.25091,9.63,0
23,4,0,7,2,0,59.8435134071985,53.0722026814821,41.0034196084647,48.5909035172399,45.6685013374096,57.57817723992,49.2752587710605,32.8502343172025,14.934081314881,0.6492,14806,66.96072,13,2
150,155,9,0,0,0,223.367202606101,222.003006239916,210.5452605041,209.293611380666,198.757915083454,205.327518374117,206.268916971314,195.916995162177,186.075587284635,0.7975,35549,73.68863,7.04,0
1339,6394,9,0,0,0,183.203686904821,184.605673881461,179.223000231571,182.615000981568,174.231416816559,183.078206697915,180.874072789684,167.652223144954,152.795633749041,0.8555,256041,64.70536,7.86,0
16,5,1,7,1,0,74.408162388825,58.380170919942,31.9601826064143,19.7385069800713,29.9331456288327,27.3427846794194,22.2165864605156,35.1489653241,56.145728835377,0.873,15556,74.44279,0,1
25,3,7,2,0,0,55.6579916508482,56.8774246155495,79.4335801399501,94.9335014307861,107.594369686421,112.404864598541,100.89920013176,98.2223120990141,95.7337656139798,0.985,30752,56.59012,0,0
8,3,2,5,2,0,83.2401153466364,71.7605909790179,45.5009091362125,37.7909143720121,27.0104151841609,35.4665611511613,34.4328244881064,27.0984055277863,35.7881813598323,0.6145,20028,75.29661,12,2
12,8,6,3,0,0,138.963364479516,127.091776695343,98.4030762605231,83.5979419279471,70.5181928071482,69.1891133897308,77.9518812273162,79.7450607144892,91.2365393862325,0.6129,17109,78.67778,4.16,0
711,1131,9,0,0,0,169.600021441638,167.886520988398,156.795233040929,156.658732218428,146.777179304934,154.285281725179,154.033297841368,142.757337569949,132.007124287352,0.9357,83597,76.27845,9,0
121,122,2,7,0,0,68.1715218980804,68.5899379836895,68.3246867033684,79.096425382993,76.497631846215,88.3259701379454,80.0981083699881,63.4910308283718,41.5829401744794,0.8583,36805,66.42987,6.5,0
686,1304,6,3,0,0,156.5338168536,151.521456272772,134.520482999397,130.368941290409,119.07404570068,124.834622877222,126.813285081782,118.199666937722,112.852019298419,0.3992,571615,73.84146,8.62,0
104,149,9,0,0,0,235.303752499236,234.511445410473,223.978558177113,223.240979374442,212.871084865942,219.624195491565,220.325893967089,209.670601693846,199.163677269201,0.5091,13908,84.11442,7,0
551,243,6,2,1,0,41.3557534542794,39.4635695381188,60.9003749462559,76.8641152406058,89.3682922145518,94.6684653637426,82.8589525854257,79.6892578111726,77.6465407792271,0.8204,361235,60.10277,6.42,1
946,4878,9,0,0,0,203.013182005382,204.127480645402,197.781533540332,200.255086863507,191.350388274933,199.710416732083,198.224145037698,185.559532004127,171.606844838478,0.5858,84971,77.0464,11.6,0
93,108,9,0,0,0,199.853236642555,195.963162078339,180.133158297033,176.005349781836,164.535866840739,169.796846605976,172.333937810722,163.925308572065,157.841283976851,0.9398,48990,76.30247,5.3,0
251,134,0,6,2,1,24.0969293946857,8.29545238864061,23.6195988148265,44.2331528763422,54.0189247585535,62.908792748725,49.8011584753384,40.6039074306384,34.4552682445108,0.8959,7180,73.60877,4.8,3
8,2,9,0,0,0,256.393258879796,253.82460604548,239.701979220408,236.193332936165,224.796174152973,230.032469229345,232.580896315164,223.874085852379,216.558033083,0.6928,10417,88.40902,0,0
179,312,9,0,0,0,179.736981767644,175.260122260348,158.712421094274,154.381613203818,142.91622694216,148.267015195784,150.709737392465,142.367422366432,136.818792122359,0.7138,28231,80.69185,7.4,0
657,305,5,2,1,1,32.8511622227216,24.9970368421073,43.1144040100192,59.5757214996099,71.8656213149047,77.7217477851263,65.5870103605296,61.9027871099505,60.8706615681094,0.7781,67210,66.417,0,2
60,82,9,0,0,0,212.659782606518,210.241584560652,196.952393468247,194.526039381366,183.590411631593,189.64384617351,191.232802016628,181.643247852479,173.291610375885,0.8348,21517,84.98558,5.95,0
526,211,0,6,2,1,48.0230928071532,36.4871146752803,18.25757967113,30.393664479568,33.117278873353,44.8128434557127,33.2629791842172,17.1646523067112,9.03821026883785,0.7424,92045,65.16304,152.407,3
69,43,8,1,0,0,178.755201466146,172.315842102408,152.19335517643,145.01357831211,132.74355939477,136.472054216231,140.705392955868,134.649338625359,133.016904493403,0.6835,72816,56.21465,0,0
98,150,5,4,0,0,130.05966568715,123.554563451308,104.591410241998,99.7735514364455,88.4678400498012,94.4586414039961,96.198098538169,87.8463669672487,84.3165629031159,0.8943,51717,69.01383,6.79,0
196,549,1,8,0,0,84.7461320405402,79.6310865448553,66.4847454286289,69.1529728338519,61.9703039940748,72.2619271214349,67.9191563007716,54.0006309872543,41.8114456358743,0.8325,41837,67.72536,8.55,0
775,482,5,3,1,0,76.047687630347,65.9807144672921,24.4046064720011,24.5206452030442,77.942463674053,121.873609616225,174.474190538108,229.527239964233,282.699833452173,0.4297,128369,84.53587,0,1
364,241,6,2,1,0,65.9989982107707,54.5674005751563,24.0162452838205,44.0728354216508,96.40756727595,141.1197783417,194.010003216232,249.190210539169,302.385258672892,0.7973,20689,78.1067,0,1
837,368,7,2,0,0,98.2820041674231,88.2536733835972,46.2116251847929,15.7448594224665,58.6896289591677,104.475311536169,158.235615771051,214.230780217033,269.405923283501,0.8192,453301,62.61774,0,0
165,85,7,2,0,0,113.781027756709,104.455384036478,61.3388130039484,19.445404986102,40.0779937111881,86.120666817972,140.105838201601,196.328647755833,252.206564163495,0.7581,19338,82.18788,0,0
101,59,8,1,0,0,93.2915230392776,81.1953459975253,58.900074967098,64.2039245408426,105.521725120761,152.289348407132,206.599792113467,263.10226351103,319.384257616212,0.9733,68975,67.90411,0,0
202,82,7,2,0,0,91.9603829806058,80.6698894180464,44.5553121837826,35.1099453093974,78.154186813227,124.619214207137,178.700891771519,234.940638236058,290.553187817044,0.8851,29824,75.09305,0,0
3757,3112,3,3,0,3,41.489317464151,38.0759057150507,25.5610444337323,60.0783947735085,110.455927373073,146.323959056598,193.265865484661,244.095839030622,290.929775630819,0.8154,433688,63.46075,0,3
1702,3850,3,3,2,1,30.4146936782714,22.0509525204216,22.0424428832177,65.1385790418105,118.833635533296,158.398024321809,207.602102788675,259.890893345759,308.405246554191,0.8625,97504,77.99373,0,3
1198,811,5,2,1,1,85.1469982473576,76.4919697584598,33.1446136072312,10.3130383042134,64.3363516226411,106.451508422603,158.338893446362,213.007966804092,265.748981803511,0.543,145830,84.16317,0,2
3615,2262,3,3,3,0,59.9398953755545,57.7400773145016,36.3938881291713,55.3521337941575,99.6024124238493,131.462446340676,176.269114574627,225.943222671116,271.746730782066,0.8364,376971,52.49393,0,3
602,461,4,2,1,2,37.1042675378144,43.8644200095076,58.6284479331988,93.2501852613721,140.700504748217,172.140431531205,214.929824033766,262.309711937244,304.479579701706,0.6604,23303,70.0188,5.2,3
43,26,7,2,0,0,121.210866941555,110.21724630259,71.1821479658692,41.9364282555423,59.6657455152735,105.90903292847,160.135389785665,216.877900248177,274.799050386873,0.7683,20356,77.3937,0,0
616,323,3,3,3,0,57.2474494587403,59.7610419007495,54.4929059841921,78.1720497397499,120.193464159992,148.338485739282,189.602596730691,236.454663291973,278.66360349919,0.8549,44258,71.60409,0,3
648,1098,3,3,1,2,49.1294609776436,42.4713460555513,12.6061945785127,47.6422391440438,99.8692935838474,138.1397477406,186.947411111902,239.193762679267,287.988885218291,0.3294,52282,80.3525,0,3
434,319,6,2,0,1,106.878853156406,98.8384145462417,55.7196913903172,14.1234789968632,41.9195830769036,83.5502826801557,135.872121291618,191.017094602495,244.854804883054,0.9424,10912,72.3328,0,1
398,601,4,3,1,1,63.7803185510364,53.7976410848583,12.6274972172623,34.45093676849,88.7295795140477,131.509937549787,183.300274629621,237.706583077011,289.691899074686,0.5926,19742,82.83625,0,2
880,1591,3,4,1,1,63.3112927625855,55.8186986609374,15.1801363682262,33.1988129735914,85.5018443292491,124.674959869952,174.43763611076,227.508111961693,277.643782341486,0.7011,42094,81.13861,0,2
43,31,8,1,0,0,96.1501765820537,84.2836896768295,54.2621428592159,50.5876950289307,90.1660882701189,136.932778099891,191.244129633399,247.754644641107,304.141042952668,0.7896,51540,80.25158,0,0
257,181,6,3,0,0,75.2824718226394,63.1821059923934,45.5571614573407,62.7021506720271,110.678557828398,156.87619345494,210.709092523993,266.655900389918,321.311077188815,0.8835,48232,67.17267,0,0
1211,724,3,4,2,0,79.7736525117426,76.3192632635624,45.3169571720505,45.0675112491161,81.5469502810421,111.142775315282,155.714804684342,205.769171241219,252.562430586976,0.4793,269388,80.96999,0,2
2151,1761,5,2,1,1,92.4044350461069,85.7684917077012,44.8335885866438,20.4641182926519,58.354152153282,94.7173177148386,144.187138150463,197.522077115252,248.588113286706,0.9217,135217,70.17687,0,2
2009,4535,5,1,3,0,39.7436646382678,27.6473071599571,32.3184228402464,71.3384251368792,125.37553406277,168.512228503093,220.09605546488,274.111476011554,325.037176871619,0.8947,108708,74.89739,0,3
490,220,3,5,1,0,105.736086971912,101.143163934655,64.2407372840754,42.1018464946067,58.874281546934,84.318853804564,129.077325599084,180.119291212602,228.826353309972,0.9784,45133,71.21836,0,1
64,38,7,2,0,0,100.456398721289,89.6484177067167,50.1995869518057,27.7875521541453,65.8397334852315,112.425375754994,166.604372925427,222.96043581242,278.983836764101,0.5939,27792,71.70546,0,0
29,12,7,2,0,0,124.436835232766,114.091053980472,72.6514741694817,36.1851610029722,45.8859435905221,92.3133365247957,146.611998709894,203.335829467607,261.050956668106,0.4472,15494,73.09032,0,0
69,14,6,3,0,0,128.611483421944,120.547652412789,77.3451806736985,34.5339903879479,20.1814128316143,63.5956138363649,117.15330505166,173.169656483976,228.835507548218,0.8686,12637,83.57452,0,0
50,21,3,6,0,0,87.3992964673361,87.2087242787715,65.5797877623205,68.8265971240648,97.6856699930243,119.175027381813,157.538149327138,203.49782416519,245.804117663914,0.5761,46055,81.15951,0,0
130,101,4,5,0,0,102.006333156953,103.463742747894,85.4331785187203,87.3372299649787,109.436379729522,123.869395019008,156.241994988762,198.191498926947,236.540499650343,0.9293,209396,58.03938,0,0
88,78,4,5,0,0,119.061261501869,122.358697918213,109.104248689097,112.084110984439,130.091693795704,138.162810758008,163.381149082009,199.677226543457,232.234706242562,0.7495,143987,73.67317,0,0
51,15,3,6,0,0,105.248122300763,103.326673755512,74.0064829207425,63.398643809952,80.496283047112,97.8879722600103,135.766744732553,182.491897170625,226.468389151145,0.6595,56503,78.71274,0,0
144,28,5,3,1,0,125.195032554406,118.732275850667,77.3153021472136,40.1451024143413,32.0965724328966,61.8241265821639,111.640524618294,165.832088764091,218.746248141807,0.9701,39973,69.62098,0,1
115,13,3,5,1,0,123.247678237127,118.130457616579,79.2930044684266,48.6731975830986,45.9262160698655,66.3572189884743,111.450333387644,163.387337433154,213.655851985007,0.8269,13836,86.03332,0,1
25,1,7,2,0,0,136.713939873263,127.049725329309,84.2825137814024,42.8119740218165,29.3325177073865,74.9815830547984,129.154631857035,185.89991665524,244.033090377871,0.9087,8315,81.03402,0,0
76,117,5,2,2,0,314.476817952293,302.580541731261,247.469088038573,229.621519961311,176.308906534119,89.0531289484688,18.4435625996634,94.5630354803199,170.352868832487,0.4871,266309,55.37995,0,2
9,31,5,3,1,0,353.05690643101,341.116109578114,286.123484026084,268.196024840465,214.522783254377,128.199693967894,48.9903641630409,71.5835560678527,144.048934959123,0.7023,28254,77.51935,0,1
37,122,5,2,2,0,329.599360959593,317.645357397939,262.709584475694,244.757406755918,190.995677565918,105.223733137139,34.8017425594381,89.5788419805776,164.263316980755,0.9089,27142,70.17544,0,2
384,518,1,5,3,0,231.787694948909,219.960227581023,170.039925512522,152.93891107454,103.556092847013,77.9341245982076,129.938538888496,213.260191101117,288.753287502135,0.4266,587769,71.64554,0.1,3
793,589,3,1,4,1,113.566136487707,103.189297188796,73.532467782191,67.2580856971186,76.0045927790192,153.449795640304,238.298905958174,326.759627287712,402.054550130654,0.5985,1934516,62.10725,0,5
51,78,3,2,3,1,146.334112743924,134.460324310312,79.3176757351212,61.5226721797995,13.0345906957829,79.3223673740584,167.277847994322,254.263954088853,327.290324466878,0.4817,181522,75.57708,3.47,4
46,46,4,3,2,0,266.695421699276,254.909328702611,199.718347370856,182.10527003867,129.963521123163,41.7105205763996,46.6162815054652,134.299568422648,208.726573389905,0.6087,145415,79.53176,0,2
68,281,5,2,2,0,330.200870791891,318.19671169855,263.648050745629,245.621320673634,191.551769268427,108.69685740771,49.6072205574838,101.403904985645,174.52839728645,0.3559,212228,74.25214,13.33,2
