County,Total_housing_units,Occupied_housing_units,Owner-occupied,Renter-occupied,Rental_vacancy_rate,Rental_vacancy
"Adams County, Colorado",191383,183023,130145,52878,4.6,2432.388
"Arapahoe County, Colorado",265940,250041,163723,86318,6.8,5869.624
"Boulder County, Colorado",143145,135607,83642,51965,5,2598.25
"Broomfield County, Colorado",31800,30161,20238,9923,7.4,734.302
"Denver County, Colorado",351829,326634,164429,162205,5.1,8272.455
"Douglas County, Colorado",140240,136238,107716,28522,4.2,1197.924
"El Paso County, Colorado",295291,282904,189922,92982,3.2,2975.424
"Jefferson County, Colorado",250916,239823,169349,70474,4.5,3171.33
"Larimer County, Colorado",162058,152123,97523,54600,2.4,1310.4
"Mesa County, Colorado",68657,63796,45916,17880,4.8,858.24
"Pueblo County, Colorado",72983,69078,47161,21917,2.2,482.174
"Weld County, Colorado",124914,119502,89469,30033,6.7,2012.211
"Fairfield County, Connecticut",380697,357271,238964,118307,4.3,5087.201
"Hartford County, Connecticut",386152,360140,238473,121667,4.9,5961.683
"Litchfield County, Connecticut",87816,77106,60113,16993,3.1,526.783
"Middlesex County, Connecticut",76486,69789,52831,16958,6.3,1068.354
"New Haven County, Connecticut",370779,349089,215036,134053,2.6,3485.378
"New London County, Connecticut",123388,110950,74403,36547,6.5,2375.555
"Tolland County, Connecticut",61274,58244,40048,18196,3.4,618.664
"Windham County, Connecticut",49735,45724,31648,14076,4,563.04
"Kent County, Delaware",75093,70167,50901,19266,6.8,1310.088
"New Castle County, Delaware",235340,220758,150516,70242,5.3,3722.826
"Sussex County, Delaware",147545,104731,85694,19037,4,761.48
"District of Columbia, District of Columbia",357482,319565,132936,186629,8,14930.32
"Alachua County, Florida",125518,108189,61131,47058,15.7,7388.106
"Bay County, Florida",106144,79532,50383,29149,2.4,699.576
"Brevard County, Florida",294237,254314,195481,58833,7.4,4353.642
"Broward County, Florida",864468,747715,473136,274579,5.5,15101.845
"Charlotte County, Florida",113469,88988,73636,15352,11.4,1750.128
"Citrus County, Florida",82837,68269,57340,10929,8.5,928.965
"Clay County, Florida",86753,80459,60907,19552,0.5,97.76
"Collier County, Florida",233635,163943,119565,44378,9.8,4349.044
"Columbia County, Florida",30028,27545,19617,7928,3.3,261.624
"Duval County, Florida",444930,406301,239816,166485,6.1,10155.585
"Escambia County, Florida",147732,126980,79892,47088,1.4,659.232
"Flagler County, Florida",57814,48187,40651,7536,2.1,158.256
"Hernando County, Florida",90533,81497,66668,14829,5.3,785.937
"Highlands County, Florida",57922,46166,36400,9766,4.8,468.768
"Hillsborough County, Florida",617955,578259,352142,226117,4.7,10627.499
"Indian River County, Florida",84979,69974,54992,14982,9.2,1378.344
"Lake County, Florida",182361,156435,121624,34811,10.7,3724.777
"Lee County, Florida",428910,320466,235456,85010,8.5,7225.85
"Leon County, Florida",135684,121423,65824,55599,5,2779.95
"Manatee County, Florida",212671,163520,124817,38703,17.7,6850.431
"Marion County, Florida",181743,157348,123527,33821,5,1691.05
"Martin County, Florida",82014,69719,55458,14261,5.9,841.399
"Miami-Dade County, Florida",1084304,963477,505982,457495,4.9,22417.255
"Monroe County, Florida",54416,36078,21777,14301,21.8,3117.618
"Nassau County, Florida",43388,40276,32016,8260,3.4,280.84
"Okaloosa County, Florida",102272,84497,55920,28577,19.6,5601.092
"Orange County, Florida",575853,512496,291340,221156,10.1,22336.756
"Osceola County, Florida",162313,133330,87322,46008,5.8,2668.464
"Palm Beach County, Florida",713808,595447,419136,176311,4.8,8462.928
"Pasco County, Florida",263187,230060,173201,56859,3.3,1876.347
"Pinellas County, Florida",517775,419798,295669,124129,9.7,12040.513
"Polk County, Florida",327817,276469,191631,84838,3.2,2714.816
"Putnam County, Florida",36213,29765,21347,8418,2.5,210.45
"St. Johns County, Florida",125225,109147,87524,21623,5.5,1189.265
"St. Lucie County, Florida",153331,131235,102937,28298,7.6,2150.648
"Santa Rosa County, Florida",78336,71722,57961,13761,4.3,591.723
"Sarasota County, Florida",258617,204018,153747,50271,6,3016.26
"Seminole County, Florida",196662,188239,126466,61773,5.4,3335.742
"Sumter County, Florida",79684,68792,61292,7500,15.4,1155
"Volusia County, Florida",277281,243344,178724,64620,2.4,1550.88
"Walton County, Florida",58567,33941,26271,7670,32.4,2485.08
"Barrow County, Georgia",31142,30194,23768,6426,1.9,122.094
"Bartow County, Georgia",43473,38903,31967,6936,16,1109.76
"Bibb County, Georgia",71906,57677,32179,25498,17.6,4487.648
"Bulloch County, Georgia",33609,29318,15417,13901,4.5,625.545
"Carroll County, Georgia",46992,43859,30611,13248,4.1,543.168
"Catoosa County, Georgia",28295,26864,19400,7464,2.9,216.456
"Chatham County, Georgia",135928,121028,70932,50096,3.6,1803.456
"Cherokee County, Georgia",103715,100023,79845,20178,4.6,928.188
"Clarke County, Georgia",56651,55332,22131,33201,0.5,166.005
"Clayton County, Georgia",115049,106249,60618,45631,8.6,3924.266
"Cobb County, Georgia",311423,292841,196039,96802,3.9,3775.278
"Columbia County, Georgia",60369,51178,41397,9781,10.4,1017.224
"Coweta County, Georgia",57990,55729,44272,11457,3,343.71
"DeKalb County, Georgia",328299,273981,165416,108565,10.4,11290.76
"Dougherty County, Georgia",40696,34835,16307,18528,9.1,1686.048
"Douglas County, Georgia",54817,51441,33651,17790,1.1,195.69
"Effingham County, Georgia",25236,23373,17379,5994,3.5,209.79
"Fayette County, Georgia",45834,43689,35244,8445,4.3,363.135
"Floyd County, Georgia",40761,35417,22361,13056,5.9,770.304
"Forsyth County, Georgia",90469,86475,73257,13218,9.7,1282.146
